title	year	imdbID	rating	genre	value	revenue	original_language	popularity	vote_average	budget
De grønne slagtere 	2003 	tt0342492 	R 	Comedy, Drama 	$0.00M 	0 	da 	8.036013 	7.4 	0
Ghosts of the Abyss 	2003 	tt0297144 	PG 	Documentary, Family 	$17.04M 	17040871 	en 	2.837017 	7.1 	13000000
Time of the Wolf 	2003 	tt0324197 	R 	Drama, Romance 	$0.06M 	0 	fr 	2.474549 	6.4 	0
Intermission 	2003 	tt0332658 	R 	Comedy, Crime, Drama 	$0.90M 	4856298 	en 	3.154109 	6.4 	5000000
I Am David 	2003 	tt0327919 	PG 	Drama 	$0.28M 	0 	en 	3.451118 	6.9 	0
My Life Without Me 	2003 	tt0314412 	R 	Drama, Romance 	$0.40M 	9726954 	en 	10.514556 	7.2 	0
Zero Day 	2003 	tt0365960 	Unrated 	Drama 	$0.01M 	0 	en 	2.156644 	7.2 	20000
The Blind Swordsman: Zatoichi 	2003 	tt0363226 	R 	Action, Comedy, Crime 	$0.85M 	0 	ja 	5.568461 	7.3 	0
Tupac: Resurrection 	2003 	tt0343121 	R 	Documentary, Biography, Music 	$7.71M 	7808524 	en 	1.836866 	7.9 	300000
Nói albinói 	2003 	tt0351461 	PG-13 	Drama 	$0.06M 	0 	is 	2.316877 	6.3 	0
Gozu 	2003 	tt0361668 	R 	Crime, Drama, Horror 	$0.05M 	0 	ja 	3.149155 	7.2 	0
The Corporation 	2003 	tt0379225 	Unrated 	Documentary, History 	$1.88M 	4500000 	en 	5.327987 	7.5 	0
Japanese Story 	2003 	tt0304229 	R 	Drama, Romance 	$0.65M 	0 	en 	5.528741 	6.6 	0
Pride and Prejudice 	2003 	tt0366920 	PG 	Comedy, Romance 	$0.38M 	0 	en 	0.51025 	5.7 	0
Shade 	2003 	tt0323939 	R 	Crime, Thriller 	$0.03M 	0 	en 	5.157482 	6.1 	6800000
The Visual Bible: The Gospel of John 	2003 	tt0377992 	PG-13 	Biography, Drama, History 	$4.07M 	4069090 	en 	1.009824 	8.1 	10000000
The Company 	2003 	tt0335013 	PG-13 	Drama, Music, Romance 	$2.28M 	2281585 	en 	6.41153 	5.7 	15000000
Bright Young Things 	2003 	tt0325123 	R 	Comedy, Drama, War 	$0.93M 	0 	en 	2.643084 	6.1 	0
Good Boy! 	2003 	tt0326900 	PG 	Comedy, Drama, Family 	$37.57M 	0 	en 	3.572877 	4.6 	17000000
Deliver Us from Eva 	2003 	tt0301181 	R 	Comedy, Drama, Romance 	$17.33M 	0 	en 	1.766837 	6.1 	0
Owning Mahowny 	2003 	tt0285861 	R 	Crime, Drama, Thriller 	$1.01M 	0 	en 	3.635702 	6.8 	0
Alex & Emma 	2003 	tt0318283 	PG-13 	Comedy, Romance 	$14.21M 	15368897 	en 	4.397261 	5.0 	30000000
Dot the I 	2003 	tt0326835 	R 	Drama, Romance, Thriller 	$0.31M 	0 	en 	2.376572 	6.0 	0
Piglet's Big Movie 	2003 	tt0323642 	G 	Animation, Adventure, Comedy 	$23.10M 	0 	en 	8.152143 	6.1 	0
Les égarés 	2003 	tt0329111 	Unrated 	Drama, Romance, War 	$0.48M 	0 	fr 	3.566367 	6.0 	0
Easy 	2003 	tt0379270 	R 	Comedy, Romance, Drama 	$0.01M 	0 	en 	1.653226 	5.8 	0
I'll Sleep When I'm Dead 	2003 	tt0319531 	R 	Crime, Drama, Mystery 	$0.36M 	490964 	en 	1.542187 	5.3 	0
Masked and Anonymous 	2003 	tt0319829 	PG-13 	Comedy, Drama, Music 	$0.53M 	0 	en 	0.938155 	5.2 	0
I'm Not Scared 	2003 	tt0326977 	R 	Crime, Drama, Mystery 	$1.62M 	0 	it 	4.584672 	7.1 	0
Stander 	2003 	tt0326208 	R 	Action, Biography, Crime 	$0.02M 	31651 	en 	4.917201 	6.2 	0
Aileen: Life and Death of a Serial Killer 	2003 	tt0364930 	R 	Documentary, Crime 	$0.10M 	0 	en 	3.195303 	7.6 	0
Baadasssss! 	2003 	tt0367790 	R 	Biography, Drama 	$0.37M 	365248 	en 	3.822098 	6.8 	0
Carandiru 	2003 	tt0293007 	R 	Drama, Crime 	$0.21M 	0 	pt 	3.79917 	7.1 	3684600
Levity 	2003 	tt0304328 	R 	Crime, Drama 	$0.21M 	209151 	en 	2.633011 	5.9 	7500000
Kaena: The Prophecy 	2003 	tt0297753 	PG-13 	Animation, Adventure, Family 	$0.01M 	8500 	fr 	2.015103 	5.4 	0
The Barbarian Invasions 	2003 	tt0338135 	R 	Comedy, Crime, Drama 	$3.43M 	3432342 	fr 	4.640304 	6.7 	8000000
Twentynine Palms 	2003 	tt0315110 	Unrated 	Drama 	$0.05M 	0 	en 	3.741051 	5.3 	0
The Real Cancun 	2003 	tt0360916 	R 	Documentary 	$3.71M 	0 	en 	1.675375 	3.3 	0
It's All About Love 	2003 	tt0273689 	R 	Drama, Thriller, Romance 	$0.01M 	0 	en 	3.968198 	5.9 	0
Kontroll 	2003 	tt0373981 	R 	Comedy, Crime, Drama 	$0.24M 	0 	hu 	4.111079 	7.3 	500000
Remember Me, My Love 	2003 	tt0323807 	R 	Comedy, Romance, Drama 	$0.22M 	0 	it 	3.909607 	5.8 	0
The Fighting Temptations 	2003 	tt0191133 	PG-13 	Comedy, Drama, Music 	$30.24M 	30238577 	en 	2.101589 	5.3 	15000000
Facing Windows 	2003 	tt0352343 	R 	Drama, Romance 	$0.54M 	15530077 	it 	3.824019 	7.0 	0
The Mother 	2003 	tt0323298 	R 	Drama, Romance 	$1.06M 	1062253 	en 	1.866763 	6.3 	2500000
Swimming Upstream 	2003 	tt0326664 	PG-13 	Biography, Drama, Sport 	$0.05M 	0 	en 	2.278462 	6.5 	0
The Memory of a Killer 	2003 	tt0374345 	R 	Action, Crime, Drama 	$0.33M 	0 	nl 	4.15763 	6.4 	0
The Battle of Shaker Heights 	2003 	tt0357470 	PG-13 	Drama, Romance, Comedy 	$0.28M 	0 	en 	7.346783 	5.6 	1000000
The Statement 	2003 	tt0340376 	R 	Thriller, Drama 	$0.76M 	0 	en 	2.575017 	5.9 	0
Reconstruction 	2003 	tt0366943 	PG-13 	Drama, Romance 	$0.07M 	0 	da 	2.794045 	6.4 	0
De fem benspænd 	2003 	tt0354575 	Unrated 	Documentary 	$0.09M 	0 	da 	4.184839 	6.7 	0
Prey for Rock & Roll 	2003 	tt0307351 	R 	Drama, Music 	$0.06M 	0 	en 	1.063095 	4.3 	0
The Hebrew Hammer 	2003 	tt0317640 	R 	Comedy 	$0.02M 	0 	en 	2.046937 	5.8 	1000000
Northfork 	2003 	tt0322659 	PG-13 	Drama, Fantasy 	$1.42M 	0 	en 	1.124585 	6.9 	0
Off the Map 	2003 	tt0332285 	PG-13 	Drama 	$1.31M 	0 	en 	4.657316 	5.7 	0
Marci X 	2003 	tt0266747 	R 	Comedy, Music 	$1.65M 	1675706 	en 	4.197256 	3.3 	20000000
Mambo Italiano 	2003 	tt0330602 	R 	Comedy, Drama, Romance 	$6.24M 	3031801 	en 	1.447519 	5.6 	4361898
I Love Your Work 	2003 	tt0322700 	R 	Drama, Mystery 	$0.00M 	0 	en 	0.919396 	6.5 	0
Salmer fra kjøkkenet 	2003 	tt0323872 	PG 	Comedy, Drama 	$0.35M 	0 	no 	7.595667 	7.0 	0
Torremolinos 73 	2003 	tt0339806 	Unrated 	Comedy, Drama 	$0.09M 	1819410 	es 	8.183315 	6.6 	0
Tarnation 	2003 	tt0390538 	Unrated 	Documentary, Biography 	$0.59M 	1162014 	en 	1.438641 	7.5 	218
Ruang rak noi nid mahasan 	2003 	tt0345549 	R 	Comedy, Drama, Romance 	$0.03M 	0 	th 	6.180694 	7.3 	0
Cowboys & Angels 	2003 	tt0377701 	Not Rated 	Comedy, Drama 	$0.03M 	33700 	it 	0.774983 	5.9 	2000000
Hangman's Curse 	2003 	tt0342508 	PG-13 	Horror, Mystery, Thriller 	$0.17M 	0 	en 	0.694624 	5.5 	0
Danny Deckchair 	2003 	tt0337960 	PG-13 	Comedy, Romance 	$0.16M 	0 	en 	5.22356 	5.6 	0
Jigureul jikyeora! 	2003 	tt0354668 	Unrated 	Comedy, Drama, Fantasy 	$0.01M 	0 	ko 	6.639296 	6.8 	3000000
Zelary 	2003 	tt0288330 	R 	Romance, Drama 	$0.33M 	0 	cs 	0.830671 	7.3 	0
The Young Black Stallion 	2003 	tt0318850 	G 	Adventure, Family, Drama 	$6.75M 	0 	en 	1.163101 	5.4 	0
National Lampoon's Gold Diggers 	2003 	tt0376717 	PG-13 	Comedy, Crime 	$0.53M 	527000 	en 	1.218875 	3.1 	0
Casa de los babys 	2003 	tt0303830 	R 	Drama 	$0.48M 	0 	en 	1.704744 	5.6 	0
Deep Blue 	2003 	tt0365109 	G 	Documentary 	$0.13M 	0 	en 	3.853881 	5.6 	0
Blue Collar Comedy Tour: The Movie 	2003 	tt0330069 	PG-13 	Comedy, Documentary 	$0.60M 	604856 	en 	1.29284 	6.0 	0
The Book of Mormon Movie, Volume 1: The Journey 	2003 	tt0349159 	PG-13 	Adventure 	$1.67M 	1672730 	en 	0.110278 	5.0 	2000000
Der Wald vor lauter Bäumen 	2003 	tt0386862 	Not Rated 	Drama 	$0.00M 	0 	de 	0.614969 	7.7 	0
Te doy mis ojos 	2003 	tt0350193 	Not Rated 	Drama, Romance 	$0.03M 	0 	es 	4.710169 	6.9 	0
Main Prem Ki Diwani Hoon 	2003 	tt0265148 	Not Rated 	Comedy, Drama, Musical 	$1.23M 	0 	hi 	1.530743 	4.4 	0
Bon voyage 	2003 	tt0310778 	PG-13 	Comedy, Drama, Mystery 	$2.35M 	0 	fr 	4.804647 	5.7 	0
Virgin 	2003 	tt0368411 	R 	Drama 	$0.01M 	0 	en 	0.165437 	0.5 	0
Otets i syn 	2003 	tt0363249 	Unrated 	Drama 	$0.04M 	0 	ru 	0.430609 	5.0 	0
The Yes Men 	2003 	tt0379593 	R 	Documentary, Comedy 	$0.20M 	0 	en 	1.890497 	7.0 	0
Rosenstrasse 	2003 	tt0298131 	PG-13 	Drama, War 	$0.73M 	0 	de 	0.992975 	6.5 	0
Gang of Roses 	2003 	tt0339091 	R 	Action, Drama, Western 	$0.03M 	0 	en 	0.168836 	1.5 	0
The R.M. 	2003 	tt0341540 	PG 	Comedy, Crime, Family 	$1.11M 	0 	en 	0.437592 	4.8 	0
Nola 	2003 	tt0317950 	R 	Comedy, Romance 	$0.01M 	10550 	en 	0.009506 	0.0 	0
Festival Express 	2003 	tt0372279 	R 	Documentary, History, Music 	$1.17M 	0 	en 	0.293315 	6.7 	0
Kart Racer 	2003 	tt0300069 	PG 	Comedy, Drama, Family 	$0.06M 	0 	en 	1.249067 	3.8 	0
The Wild Parrots of Telegraph Hill 	2003 	tt0424565 	G 	Documentary 	$3.06M 	0 	en 	0.853388 	7.2 	0
The Man Who Copied 	2003 	tt0367859 	R 	Comedy, Crime, Drama 	$0.02M 	0 	pt 	3.214049 	7.0 	0
Die Geschichte vom weinenden Kamel 	2003 	tt0373861 	PG 	Documentary, Drama, Family 	$1.74M 	0 	mn 	2.188794 	7.8 	0
Monsieur Ibrahim 	2003 	tt0329388 	R 	Comedy, Drama 	$2.82M 	11576431 	fr 	6.988528 	7.0 	0
Love, Sex and Eating the Bones 	2003 	tt0342316 	R 	Comedy, Romance 	$0.12M 	321000 	en 	0.83768 	4.5 	2500000
16 Years of Alcohol 	2003 	tt0331338 	R 	Crime, Drama 	$0.01M 	0 	en 	0.368829 	6.4 	0
Lost Boys of Sudan 	2003 	tt0383475 	Unrated 	Documentary 	$0.12M 	0 	en 	0.123822 	7.7 	0
The Boys & Girl from County Clare 	2003 	tt0337631 	R 	Comedy, Music, Romance 	$0.14M 	0 	en 	0.331503 	6.5 	0
S-21, la machine de mort Khmère rouge 	2003 	tt0368954 	Unrated 	Documentary, History, War 	$0.02M 	0 	fr 	0.336301 	7.4 	0
Schultze Gets the Blues 	2003 	tt0388395 	PG 	Comedy, Drama, Music 	$0.59M 	0 	de 	1.063857 	6.4 	0
Tian di ying xiong 	2003 	tt0374330 	R 	Action, Adventure, Drama 	$0.08M 	0 	zh 	5.009431 	6.2 	0
Nicotina 	2003 	tt0337930 	R 	Action, Comedy, Crime 	$0.80M 	0 	es 	5.573122 	6.2 	0
Girls Will Be Girls 	2003 	tt0339071 	R 	Comedy, Romance 	$0.15M 	0 	en 	0.656498 	5.0 	0
Osama 	2003 	tt0368913 	PG-13 	Drama 	$1.13M 	0 	ps 	1.435255 	6.3 	46000
Dallas 362 	2003 	tt0315459 	R 	Drama 	$0.02M 	18928 	en 	0.666196 	5.5 	0
Step Into Liquid 	2003 	tt0308508 	PG 	Documentary, Sport 	$3.67M 	0 	en 	2.271697 	7.1 	0
Sky Blue 	2003 	tt0353014 	Unrated 	Action, Fantasy, Animation 	$0.03M 	0 	ko 	2.648184 	6.3 	0
Death of a Dynasty 	2003 	tt0361498 	R 	Musical, Comedy 	$0.04M 	42108 	en 	0.40758 	4.0 	0
Mayor of the Sunset Strip 	2003 	tt0230512 	R 	Documentary, Biography, Music 	$0.26M 	0 	en 	0.751083 	7.2 	0
Caterina in the Big City 	2003 	tt0366287 	Unrated 	Comedy, Drama 	$0.29M 	0 	it 	5.527819 	6.5 	0
Conspiracy of Silence 	2003 	tt0308129 	Not Rated 	Crime, Drama, Thriller 	$0.00M 	0 	en 	0.202537 	2.8 	3000000
Blizzard 	2003 	tt0309372 	G 	Comedy, Family 	$0.39M 	0 	en 	0.657167 	5.8 	0
Talaye sorkh 	2003 	tt0371280 	Unrated 	Drama, Thriller 	$0.15M 	0 	fa 	0.776356 	6.8 	0
La grande séduction 	2003 	tt0366532 	Unrated 	Comedy 	$0.49M 	0 	fr 	1.08495 	7.0 	0
Bukowski: Born into This 	2003 	tt0342150 	R 	Documentary, Biography 	$0.30M 	0 	en 	2.435458 	7.8 	0
Après Vous 	2003 	tt0344604 	R 	Comedy, Romance 	$0.83M 	0 	fr 	0.936055 	6.9 	0
Monsieur N. 	2003 	tt0308595 	Unrated 	Biography, Drama, Mystery 	$0.02M 	0 	en 	1.292331 	6.0 	0
End of the Century 	2003 	tt0368711 	Unrated 	Documentary, Biography, Music 	$0.39M 	0 	en 	0.930633 	7.9 	0
Dopamine 	2003 	tt0342300 	R 	Comedy, Drama, Romance 	$0.02M 	22278 	en 	0.180433 	5.0 	0
Testosterone 	2003 	tt0378867 	R 	Comedy, Drama, Romance 	$0.03M 	29452 	en 	0.58462 	4.9 	0
La fleur du mal 	2003 	tt0322289 	R 	Drama 	$0.18M 	0 	fr 	0.371679 	5.7 	0
A Decade Under the Influence 	2003 	tt0342275 	R 	Documentary 	$0.03M 	0 	en 	0.615603 	8.0 	0
Rick 	2003 	tt0363029 	R 	Comedy, Drama 	$0.01M 	0 	en 	0.227771 	5.9 	0
Ek Aur Ek Gyarah: By Hook or by Crook 	2003 	tt0354538 	PG-13 	Action, Comedy, Crime 	$0.09M 	0 	en 	0.117468 	6.5 	0
Khamosh Pani: Silent Waters 	2003 	tt0357283 	Not Rated 	Drama 	$0.01M 	0 	ur 	0.355216 	7.0 	0
Incantato 	2003 	tt0319237 	Unrated 	Drama, Romance, Comedy 	$0.02M 	0 	it 	0.864838 	5.5 	0
Lucía, Lucía 	2003 	tt0314170 	R 	Adventure, Comedy, Crime 	$0.27M 	0 	es 	0.983857 	6.3 	2750000
The Watermelon Heist 	2003 	tt0365913 	Not Rated 	Comedy 	$12.34M 	0 	en 	0.087066 	0.0 	0
Spin 	2003 	tt0362174 	PG-13 	Drama, Family 	$0.01M 	0 	en 	0.807951 	4.8 	0
Mang jing 	2003 	tt0351299 	Unrated 	Crime, Drama 	$0.03M 	0 	zh 	1.640183 	7.6 	0
April's Shower 	2003 	tt0325007 	R 	Comedy, Romance 	$0.02M 	0 	en 	0.68101 	5.0 	0
Where's the Party Yaar? 	2003 	tt0306228 	PG-13 	Comedy 	$0.05M 	0 	en 	1.155141 	5.2 	0
The Event 	2003 	tt0314039 	R 	Drama 	$0.04M 	0 	en 	0.324982 	6.5 	0
Wondrous Oblivion 	2003 	tt0334725 	PG 	Comedy, Drama, Family 	$0.09M 	0 	en 	0.029718 	0.0 	0
Daybreak 	2003 	tt0347457 	R 	Drama 	$0.01M 	0 	en 	1.134977 	7.4 	0
Robot Stories 	2003 	tt0301777 	Not Rated 	Drama, Romance, Sci-Fi 	$0.13M 	0 	en 	2.158416 	3.7 	0
Zi hudie 	2003 	tt0363290 	R 	Drama, History, War 	$0.02M 	0 	zh 	0.718873 	7.3 	0
Bonhoeffer 	2003 	tt0371583 	TV-14 	Documentary, Biography, History 	$0.16M 	0 	en 	0.002692 	0.0 	0
Quattro Noza 	2003 	tt0342916 	R 	Action, Drama 	$0.00M 	0 	en 	0.051282 	1.0 	0
A Foreign Affair 	2003 	tt0305583 	PG-13 	Comedy, Drama, Romance 	$0.03M 	0 	en 	0.379964 	5.8 	0
Crying Ladies 	2003 	tt0391892 	Not Rated 	Comedy, Drama 	$0.11M 	0 	en 	0.096212 	5.0 	0
Indigo 	2003 	tt0379322 	Unrated 	Drama 	$1.19M 	0 	en 	0.002501 	0.0 	1190000
Bulgarian Lovers 	2003 	tt0353818 	R 	Comedy, Crime, Drama 	$0.06M 	0 	en 	0.520929 	4.3 	0
La face cachée de la lune 	2003 	tt0352332 	Not Rated 	Drama 	$0.01M 	0 	fr 	0.854137 	7.4 	0
Kaptein Sabeltann 	2003 	tt0390159 	PG 	Animation, Family 	$0.10M 	0 	en 	0.408384 	6.3 	0
Milwaukee, Minnesota 	2003 	tt0285727 	R 	Drama 	$0.02M 	17350 	en 	0.404886 	4.3 	0
The Agronomist 	2003 	tt0377031 	PG-13 	Documentary, Biography, History 	$0.23M 	0 	en 	0.251645 	5.6 	0
Bright Leaves 	2003 	tt0372806 	Not Rated 	Documentary, Biography, Comedy 	$0.08M 	0 	en 	0.254593 	6.5 	0
Frankie and Johnny Are Married 	2003 	tt0400446 	R 	Comedy 	$0.02M 	0 	en 	0.028358 	0.0 	0
Depuis qu'Otar est parti... 	2003 	tt0336264 	Unrated 	Drama 	$0.34M 	0 	fr 	0.930024 	5.7 	0
The Hero: Love Story of a Spy 	2003 	tt0347167 	Unrated 	Action, Adventure, Drama 	$3.38M 	0 	hi 	0.267882 	5.0 	0
Massa'ot James Be'eretz Hakodesh 	2003 	tt0305178 	Unrated 	Comedy, Drama 	$0.06M 	0 	en 	0.08258 	7.5 	0
DysFunktional Family 	2003 	tt0337996 	R 	Comedy, Documentary 	$2.22M 	0 	en 	0.724555 	6.1 	0
Wasabi Tuna 	2003 	tt0348354 	R 	Action, Comedy, Crime 	$0.05M 	0 	en 	0.002692 	0.0 	0
Tom Dowd & the Language of Music 	2003 	tt0343107 	Unrated 	Documentary, Music 	$0.04M 	0 	en 	0.178823 	8.8 	0
Intoxicating 	2003 	tt0326976 	Not Rated 	Drama, Thriller 	$0.19M 	0 	en 	0.108611 	5.8 	0
Reeseville 	2003 	tt0327594 	R 	Mystery, Thriller 	$0.01M 	0 	en 	0.824037 	0.0 	0
Red Betsy 	2003 	tt0284426 	PG 	Drama, Family, Romance 	$0.16M 	0 	en 	0.003022 	0.0 	0
Exorcism 	2003 	tt0340103 	PG-13 	Horror, Thriller 	$0.00M 	0 	en 	0.012936 	0.0 	0
This So-Called Disaster: Sam Shepard Directs the Late Henry Moss 	2003 	tt0308488 	R 	Documentary 	$0.05M 	0 	en 	0.547919 	0.0 	0
Chooch 	2003 	tt0369330 	R 	Comedy, Romance 	$0.03M 	0 	en 	0.002353 	0.0 	0
Assisted Living 	2003 	tt0361322 	R 	Comedy, Drama 	$0.04M 	41 	en 	0.924763 	7.5 	500
Billabong Odyssey 	2003 	tt0379713 	PG 	Documentary, Action, Adventure 	$0.05M 	0 	en 	0.003308 	0.0 	0
Screen Door Jesus 	2003 	tt0339638 	R 	Comedy, Drama, Fantasy 	$0.04M 	0 	en 	0.00352 	0.0 	0
Orwell Rolls in His Grave 	2003 	tt0410407 	Unrated 	Documentary 	$0.02M 	0 	en 	0.799918 	7.8 	0
Power Trip 	2003 	tt0358647 	Unrated 	Documentary 	$0.04M 	0 	da 	0.089057 	4.0 	0
Evil Cult 	2003 	tt0389989 	Not Rated 	Action, Comedy, Horror 	$0.00M 	0 	en 	0.103097 	8.0 	15000
Divan 	2003 	tt0303917 	Not Rated 	Documentary 	$0.06M 	0 	en 	0.002353 	0.0 	0
Hell's Highway: The True Story of Highway Safety Films 	2003 	tt0372321 	Not Rated 	Documentary, History 	$0.00M 	0 	en 	0.134148 	7.0 	0
First Morning 	2003 	tt0422249 	PG-13 	Drama 	$0.04M 	0 	vi 	0.043091 	6.0 	0
Brothers in Arms 	2003 	tt0372808 	R 	War 	$0.00M 	0 	en 	0.006457 	0.0 	0
Emerald Cowboy 	2003 	tt0289176 	R 	Documentary, Drama 	$0.10M 	0 	es 	0.003294 	0.0 	0
Mean Girls 	2004 	tt0377092 	PG-13 	Comedy 	$86.06M 	129042871 	en 	10.522079 	6.9 	17000000
The Notebook 	2004 	tt0332280 	PG-13 	Drama, Romance 	$81.00M 	115603229 	en 	10.837408 	7.7 	29000000
Saw 	2004 	tt0387564 	R 	Horror, Mystery, Thriller 	$56.00M 	103911669 	en 	16.285395 	7.2 	1200000
Troy 	2004 	tt0332452 	R 	Drama, History, Romance 	$133.38M 	497409852 	en 	13.882536 	6.9 	175000000
Eternal Sunshine of the Spotless Mind 	2004 	tt0338013 	R 	Drama, Romance, Sci-Fi 	$34.40M 	72258126 	en 	10.431971 	7.9 	20000000
The Incredibles 	2004 	tt0317705 	PG 	Animation, Action, Adventure 	$261.44M 	631442092 	en 	15.329847 	7.4 	92000000
Harry Potter and the Prisoner of Azkaban 	2004 	tt0304141 	PG 	Adventure, Family, Fantasy 	$249.36M 	789804554 	en 	20.915964 	7.7 	130000000
The Punisher 	2004 	tt0330793 	R 	Action, Adventure, Crime 	$33.68M 	54700105 	en 	12.609211 	6.1 	33000000
Van Helsing 	2004 	tt0338526 	PG-13 	Action, Adventure, Fantasy 	$120.18M 	300257475 	en 	9.497241 	6.0 	160000000
The Village 	2004 	tt0368447 	PG-13 	Drama, Mystery, Thriller 	$114.20M 	256697520 	en 	9.999998 	6.2 	60000000
Man on Fire 	2004 	tt0328107 	R 	Action, Crime, Drama 	$77.91M 	130293714 	en 	8.810413 	7.3 	70000000
Finding Neverland 	2004 	tt0308644 	PG 	Biography, Drama, Family 	$51.68M 	116766556 	en 	12.811754 	7.2 	25000000
Shaun of the Dead 	2004 	tt0365748 	R 	Comedy, Horror 	$13.54M 	30039392 	en 	8.298184 	7.5 	4000000
The Machinist 	2004 	tt0361862 	R 	Drama, Thriller 	$1.08M 	8203235 	en 	8.65177 	7.3 	5000000
Seed of Chucky 	2004 	tt0387575 	R 	Comedy, Fantasy, Horror 	$17.08M 	24829644 	en 	8.744356 	4.9 	12000000
The Day After Tomorrow 	2004 	tt0319262 	PG-13 	Action, Adventure, Sci-Fi 	$186.74M 	544272402 	en 	10.215376 	6.2 	125000000
Hellboy 	2004 	tt0167190 	PG-13 	Action, Fantasy, Horror 	$59.62M 	99318987 	en 	9.281761 	6.5 	66000000
The Phantom of the Opera 	2004 	tt0293508 	PG-13 	Drama, Musical, Romance 	$51.27M 	154648887 	en 	6.596989 	7.0 	70000000
Napoleon Dynamite 	2004 	tt0374900 	PG 	Comedy 	$44.54M 	46118097 	en 	7.433372 	6.7 	400000
EuroTrip 	2004 	tt0356150 	R 	Comedy 	$17.72M 	20796847 	en 	5.89316 	6.5 	25000000
Spider-Man 2 	2004 	tt0316654 	PG-13 	Action, Adventure 	$373.59M 	783766341 	en 	7.712413 	6.7 	200000000
White Chicks 	2004 	tt0381707 	PG-13 	Comedy, Crime 	$70.83M 	113086475 	en 	6.572169 	6.3 	37000000
The Girl Next Door 	2004 	tt0265208 	R 	Comedy, Drama, Romance 	$14.59M 	30411183 	en 	11.791279 	6.3 	25000000
The Aviator 	2004 	tt0338751 	PG-13 	Biography, Drama, History 	$102.61M 	102000000 	en 	10.071538 	7.0 	116000000
Million Dollar Baby 	2004 	tt0405159 	PG-13 	Drama, Sport 	$100.49M 	216763646 	en 	14.818441 	7.7 	30000000
The Butterfly Effect 	2004 	tt0289879 	R 	Sci-Fi, Thriller 	$57.94M 	96060858 	en 	12.674073 	7.3 	13000000
King Arthur 	2004 	tt0349683 	PG-13 	Action, Adventure, Drama 	$51.88M 	203567857 	en 	8.642568 	6.1 	120000000
Downfall 	2004 	tt0363163 	R 	Biography, Drama, History 	$5.51M 	92180910 	de 	5.533936 	7.7 	18339750
50 First Dates 	2004 	tt0343660 	PG-13 	Comedy, Romance 	$120.91M 	196482882 	en 	10.843756 	6.6 	75000000
Kill Bill: Vol. 2 	2004 	tt0378194 	R 	Action, Crime, Thriller 	$66.21M 	152159461 	en 	13.582285 	7.7 	30000000
Howl's Moving Castle 	2004 	tt0347149 	PG 	Animation, Adventure, Family 	$4.71M 	234710455 	ja 	12.7617 	8.2 	24000000
Dawn of the Dead 	2004 	tt0363547 	R 	Action, Horror, Thriller 	$59.02M 	102356381 	en 	11.211167 	6.8 	28000000
Collateral 	2004 	tt0369339 	R 	Crime, Drama, Thriller 	$101.01M 	217764291 	en 	15.72282 	7.0 	65000000
Dodgeball: A True Underdog Story 	2004 	tt0364725 	PG-13 	Comedy, Sport 	$114.33M 	167722310 	en 	11.405326 	6.2 	20000000
The Passion of the Christ 	2004 	tt0335345 	R 	Drama 	$370.78M 	611899420 	en 	14.368569 	6.9 	30000000
The Chronicles of Riddick 	2004 	tt0296572 	PG-13 	Action, Adventure, Sci-Fi 	$57.76M 	115772733 	en 	6.245449 	6.3 	105000000
Layer Cake 	2004 	tt0375912 	R 	Crime, Drama, Thriller 	$2.34M 	11850214 	en 	8.484905 	7.0 	6500000
A Series of Unfortunate Events 	2004 	tt0339291 	PG 	Adventure, Comedy, Family 	$118.63M 	209073645 	en 	12.400606 	6.7 	140000000
The Bourne Supremacy 	2004 	tt0372183 	PG-13 	Action, Mystery, Thriller 	$176.24M 	288500217 	en 	15.124592 	7.2 	75000000
Garden State 	2004 	tt0333766 	R 	Comedy, Drama, Romance 	$26.78M 	26781723 	en 	8.364928 	7.1 	2500000
The Life Aquatic with Steve Zissou 	2004 	tt0362270 	R 	Adventure, Comedy, Drama 	$24.01M 	34808403 	en 	6.812447 	7.1 	50000000
Ocean's Twelve 	2004 	tt0349903 	PG-13 	Crime, Thriller 	$125.54M 	362744280 	en 	9.029956 	6.4 	110000000
I, Robot 	2004 	tt0343818 	PG-13 	Action, Crime, Drama 	$144.80M 	347234916 	en 	10.522967 	6.7 	120000000
Alexander 	2004 	tt0346491 	R 	Action, Adventure, Biography 	$34.30M 	167298192 	en 	8.579064 	5.6 	155000000
Anchorman: The Legend of Ron Burgundy 	2004 	tt0357413 	PG-13 	Comedy 	$85.29M 	90574188 	en 	6.337988 	6.7 	26000000
Sideways 	2004 	tt0375063 	R 	Comedy, Drama, Romance 	$71.50M 	109502303 	en 	10.752696 	6.9 	16000000
The Terminal 	2004 	tt0362227 	PG-13 	Comedy, Drama, Romance 	$77.87M 	219417255 	en 	10.346471 	7.1 	60000000
A Cinderella Story 	2004 	tt0356470 	PG 	Comedy, Family, Romance 	$51.44M 	70067909 	en 	7.530346 	6.1 	19000000
13 Going on 30 	2004 	tt0337563 	PG-13 	Comedy, Fantasy, Romance 	$57.23M 	96455697 	en 	7.040157 	6.3 	37000000
Primer 	2004 	tt0390384 	PG-13 	Drama, Sci-Fi, Thriller 	$0.42M 	424760 	en 	6.513384 	6.9 	7000
Blade: Trinity 	2004 	tt0359013 	R 	Action, Adventure, Horror 	$52.41M 	128905366 	en 	14.553473 	5.7 	65000000
